id,observed_on_string,observed_on,time_observed_at,time_zone,created_at,updated_at,quality_grade,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,positioning_method,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
46278,"January 7, 2012 2:00:17 PM PST",2012-01-07,2012-01-07 22:00:17 UTC,Pacific Time (US & Canada),2012-01-08 07:54:02 UTC,2018-05-20 20:07:32 UTC,research,2,0,false,,"37.78462219238281, -122.5065689086914",37.7846221924,-122.5065689087,10,10,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
46311,"January 07, 2012 03:43",2012-01-07,2012-01-07 11:43:00 UTC,Pacific Time (US & Canada),2012-01-08 08:51:57 UTC,2018-05-20 20:07:30 UTC,research,2,0,false,,"Golden Gate Natl. Rec. Area - SF, San Francisco County, Golden Gate National Recreation Area, US-CA, US",37.7806011396,-122.5133246183,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
46388,"January 07, 2012 13:29",2012-01-07,2012-01-07 21:29:00 UTC,Pacific Time (US & Canada),2012-01-08 20:26:55 UTC,2018-05-20 20:07:28 UTC,research,3,0,false,,"San Francisco, California, United States",37.783027,-122.51113,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
47706,2011-11-23,2011-11-23,,Pacific Time (US & Canada),2012-01-16 18:58:36 UTC,2018-05-20 20:07:26 UTC,research,2,0,false,,Me-l'el Dunes,40.8761414114,-124.1345214844,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
54279,"February 29, 2012 4:30:48 PM PST",2012-02-29,2012-03-01 00:30:48 UTC,Pacific Time (US & Canada),2012-03-01 00:33:27 UTC,2018-05-20 20:07:18 UTC,research,2,0,false,,"Radio Rd, Brisbane, CA  94005, , United States",37.6953125,-122.4349212646,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
58457,"March 17, 2012 11:04:09 AM PDT",2012-03-17,2012-03-17 18:04:09 UTC,Pacific Time (US & Canada),2012-03-17 22:06:46 UTC,2018-05-20 20:07:14 UTC,research,2,0,false,2,"Gray Whale Cove State Beach, Pacifica, CA",37.5563373,-122.5134536,1672,1672,gps,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
60536,2012-03-25,2012-03-25,,Pacific Time (US & Canada),2012-03-28 02:59:53 UTC,2018-05-20 20:07:12 UTC,research,2,0,false,,"Rodeo Lagoon, Sausalito CA",37.828997227,-122.5321739963,20,20,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
61980,"April 1, 2012 2:26:55 PM PDT",2012-04-01,2012-04-01 21:26:55 UTC,Pacific Time (US & Canada),2012-04-03 03:55:40 UTC,2018-05-20 20:07:07 UTC,research,2,0,false,2,Pescadero Marsh Natural Preserve,37.268379282,-122.4085843789,10,10,gps,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
64831,"April 7, 2012 1:13:06 PM PDT",2012-04-07,2012-04-07 20:13:06 UTC,Pacific Time (US & Canada),2012-04-12 19:32:36 UTC,2018-03-14 03:59:21 UTC,research,1,0,false,2,"Año Nuevo State Reserve, CA",37.1397848812,-122.3416570742,10,10,gps,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
70564,2012-04-24,2012-04-24,,Pacific Time (US & Canada),2012-04-26 21:34:40 UTC,2020-02-08 21:35:16 UTC,research,1,0,false,,"Marina, CA",36.697806531,-121.7999843174,,,,Земляника чилийская,Fragaria chiloensis,beach strawberry,Plantae,55367
76794,2012-05-09,2012-05-09,,Pacific Time (US & Canada),2012-05-09 23:59:53 UTC,2021-07-16 21:31:31 UTC,casual,2,0,true,,UW Mechanical Engineering Building,47.654687256,-122.3102690173,,,,Fragaria chiloensis,Fragaria chiloensis,beach strawberry,Plantae,55367
77431,Fri May 11 2012 10:46:06 GMT-0700 (PDT),2012-05-11,2012-05-11 17:46:06 UTC,Pacific Time (US & Canada),2012-05-11 19:34:46 UTC,2018-05-20 20:06:59 UTC,research,2,0,false,,"Marine Dr, San Francisco, California, US",37.80892,-122.47315,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
81300,"May 19, 2012 04:52",2012-05-19,2012-05-19 11:52:00 UTC,Pacific Time (US & Canada),2012-05-21 04:14:16 UTC,2018-05-20 20:06:53 UTC,research,2,0,false,,Abbott's Lagoon,38.1189899298,-122.9531972466,122,122,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
88336,Tue Jun 05 2012 12:54:52 GMT-0700 (PDT),2012-06-05,2012-06-05 19:54:52 UTC,Pacific Time (US & Canada),2012-06-05 20:49:02 UTC,2018-05-20 20:06:56 UTC,research,2,0,false,,"Twin Peaks Park, San Francisco County, US-CA, US",37.753922,-122.447277,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
89269,2012-06-07,2012-06-07,,Pacific Time (US & Canada),2012-06-07 22:59:29 UTC,2018-03-14 03:59:58 UTC,research,1,0,false,,"Pillar Point, CA",37.5014433796,-122.496789455,26,26,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
93554,Wed Jun 20 2012 09:47:26 GMT-0700 (PDT),2012-06-20,2012-06-20 16:47:26 UTC,Pacific Time (US & Canada),2012-06-20 16:59:40 UTC,2018-05-20 20:06:55 UTC,research,2,0,false,,"17–71 Music Concourse Dr, San Francisco, California, US",37.769633,-122.466696,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
93764,Wed Jun 20 2012 14:15:35 GMT-0700 (PDT),2012-06-20,2012-06-20 21:15:35 UTC,Pacific Time (US & Canada),2012-06-20 21:18:07 UTC,2020-02-08 17:26:55 UTC,research,1,0,false,,"Middle Dr E, San Francisco, California, US",37.769434,-122.466231,5,5,,Земляника чилийская,Fragaria chiloensis,beach strawberry,Plantae,55367
93787,Wed Jun 20 2012 14:03:15 GMT-0700 (PDT),2012-06-20,2012-06-20 21:03:15 UTC,Pacific Time (US & Canada),2012-06-20 21:34:27 UTC,2020-05-03 05:52:32 UTC,research,2,0,false,,"Middle Dr E, San Francisco, California, US",37.769352,-122.466378,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
93808,Wed Jun 20 2012 14:40:01 GMT-0700 (PDT),2012-06-20,2012-06-20 21:40:01 UTC,Pacific Time (US & Canada),2012-06-20 21:43:56 UTC,2018-05-20 20:08:41 UTC,research,2,0,false,,"Middle Dr E, San Francisco, California, US",37.769375,-122.466236,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
93815,Wed Jun 20 2012 14:07:33 GMT-0700 (PDT),2012-06-20,2012-06-20 21:07:33 UTC,Pacific Time (US & Canada),2012-06-20 21:45:16 UTC,2018-05-20 20:08:43 UTC,research,2,0,false,,"Middle Dr E, San Francisco, California, US",37.7693333333,-122.4663333333,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
94139,Wed Jun 20 2012 14:17:59 GMT-0700 (PDT),2012-06-20,2012-06-20 21:17:59 UTC,Pacific Time (US & Canada),2012-06-21 17:51:59 UTC,2018-03-14 04:00:37 UTC,research,1,0,false,,"Middle Dr E, San Francisco, California, US",37.769378,-122.466289,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
100952,05-20-2012 11am,2012-05-20,2012-05-20 18:00:00 UTC,Pacific Time (US & Canada),2012-07-12 07:07:59 UTC,2018-05-20 20:08:40 UTC,research,4,0,false,,"south of Ocean Beach, near fort funston?",37.7175666009,-122.5046597421,76,76,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
120406,Fri Sep 07 2012 15:02:26 GMT-0700 (PDT),2012-09-07,2012-09-07 22:02:26 UTC,Pacific Time (US & Canada),2012-09-08 01:47:53 UTC,2018-05-20 20:08:36 UTC,research,3,0,false,,"Golden Gate Park, San Francisco County, US-CA, US",37.769789,-122.466993,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
147852,2012-11-12,2012-11-12,,Pacific Time (US & Canada),2012-11-14 02:24:45 UTC,2021-06-06 16:50:23 UTC,research,3,1,false,,"Washington, US",47.1393804133,-124.0468220675,54955,54955,,Psilocybe azurescens,Psilocybe azurescens,,Fungi,179652
147858,2012-11-12,2012-11-12,,Pacific Time (US & Canada),2012-11-14 02:35:39 UTC,2017-05-17 05:37:05 UTC,research,2,0,false,,Ocean City State Park,47.033,-124.17081,,,,Deceiver,Laccaria laccata,deceiver,Fungi,63236
147859,2012-11-12,2012-11-12,,Pacific Time (US & Canada),2012-11-14 02:42:52 UTC,2020-11-03 23:57:36 UTC,needs_id,3,0,false,,Ocean City State Park,47.033,-124.17081,54955,54955,,Slippery Jacks,Suillus,Slippery Jacks,Fungi,53490
152513,2006-05-28 10:13:44,2006-05-28,2006-05-28 17:13:44 UTC,Pacific Time (US & Canada),2012-11-25 04:18:05 UTC,2018-05-20 20:08:36 UTC,research,2,0,false,,"Presidio, San Francisco",37.7980847,-122.4665384,1000,1000,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
187336,2013-01-26,2013-01-26,,Pacific Time (US & Canada),2013-01-27 17:34:06 UTC,2018-05-20 20:08:34 UTC,research,2,0,false,,"Point Reyes National Seashore, CA",38.0051287898,-122.8284315484,26446,26446,,Beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
216842,2009-04-16 13:59:42,2009-04-16,2009-04-16 20:59:42 UTC,Pacific Time (US & Canada),2013-03-15 23:42:49 UTC,2019-08-04 08:43:02 UTC,research,2,0,false,,Point Buchon,35.2545525133,-120.8944353428,365,365,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
218422,Mon Mar 18 2013 10:50:25 GMT-0700 (PDT),2013-03-18,2013-03-18 17:50:25 UTC,Pacific Time (US & Canada),2013-03-18 18:07:54 UTC,2018-05-20 20:08:17 UTC,research,3,0,false,,"Seal Rocks Beach, San Francisco, California, US",37.779934,-122.510844,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
226712,2013-03-29   1530,2013-03-29,2013-03-29 22:30:00 UTC,Pacific Time (US & Canada),2013-04-01 01:47:50 UTC,2018-03-14 04:00:58 UTC,research,1,0,false,,"Hwy 1, South of Halfmoon Bay",37.1600343853,-122.3574453592,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
232624,2013-04-07,2013-04-07,,Pacific Time (US & Canada),2013-04-09 07:19:34 UTC,2018-05-20 20:08:10 UTC,research,2,0,false,,Pigeon Point Lighthouse,37.1821774321,-122.3932743073,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
268809,Wed May 15 2013 13:23:41 GMT-0700 (PDT),2013-05-15,2013-05-15 20:23:41 UTC,Pacific Time (US & Canada),2013-05-15 20:27:04 UTC,2020-02-14 17:58:59 UTC,casual,3,0,true,,"California Academy of Sciences, San Francisco, California, US",37.769863,-122.466607,5,5,,Fragaria chiloensis,Fragaria chiloensis,beach strawberry,Plantae,55367
280364,2010-03-20,2010-03-20,,Pacific Time (US & Canada),2013-05-28 07:55:45 UTC,2021-05-04 20:52:44 UTC,research,1,0,false,,"McClure Beach, Point Reyes National Seashore, CA",38.187635,-122.963791,52,52,,Beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
284992,Sat Jun 01 2013 16:13:37 GMT-0700 (PDT),2013-06-01,2013-06-01 23:13:37 UTC,Pacific Time (US & Canada),2013-06-02 00:49:47 UTC,2020-12-11 23:51:04 UTC,research,2,0,false,,"Milagra Ridge, Pacifica, California, US",37.639248,-122.477118,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
287096,Sun Jun 02 2013 15:14:59 GMT-0700 (PDT),2013-06-02,2013-06-02 22:14:59 UTC,Pacific Time (US & Canada),2013-06-03 16:21:06 UTC,2018-05-20 20:09:53 UTC,research,2,0,false,,"Marin County, US-CA, US",38.2373333333,-122.9615,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
288387,Sat May 18 2013 09:38:12 GMT-0700 (PDT),2013-05-18,2013-05-18 16:38:12 UTC,Pacific Time (US & Canada),2013-06-04 17:37:03 UTC,2018-05-20 20:09:51 UTC,research,2,0,false,,"Fort Funston, San Francisco, California, US",37.716941,-122.502238,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
291297,2013-06-06 20:42:54,2013-06-06,2013-06-07 06:42:54 UTC,Hawaii,2013-06-07 06:49:18 UTC,2022-10-02 23:33:50 UTC,casual,2,1,true,,13731 25th Ave NE,47.729234,-122.3025,180,180,,Fragaria chiloensis,Fragaria chiloensis,beach strawberry,Plantae,55367
316776,2013-06-15 12:53:53,2013-06-15,2013-06-15 19:53:53 UTC,Pacific Time (US & Canada),2013-07-01 04:37:15 UTC,2018-05-20 20:09:39 UTC,research,2,0,false,,"Patricks Point, California, United States",41.141111,-124.160834,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
323022,2013-07-04 09:36:21,2013-07-04,2013-07-04 16:36:21 UTC,Pacific Time (US & Canada),2013-07-06 21:22:10 UTC,2018-05-20 20:09:40 UTC,research,2,0,false,,"Point Reyes National Seashore, Marin, California, United States",37.9940277778,-122.9735611111,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
340290,2013-07-20 11:00:03 AM PDT,2013-07-20,2013-07-20 18:00:03 UTC,Pacific Time (US & Canada),2013-07-21 18:17:28 UTC,2018-03-31 05:38:11 UTC,research,1,0,false,2,"Grays Harbor County, US-WA, US",47.033147,-124.171694,8,8,gps,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
341070,2013-06-29 17:12,2013-06-29,2013-06-30 00:12:00 UTC,Pacific Time (US & Canada),2013-07-22 06:46:20 UTC,2018-05-20 20:09:40 UTC,research,2,0,false,,"Twin Peaks Park, San Francisco, California, US",37.752738,-122.447585,8,8,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
342155,2013-07-20,2013-07-20,,Pacific Time (US & Canada),2013-07-23 03:18:26 UTC,2018-03-31 05:42:46 UTC,research,1,0,false,,Ocean City State Park,47.033031,-124.164563,773,773,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
343059,Sat Jul 20 2013 11:50:23 GMT-0700 (PDT),2013-07-20,2013-07-20 18:50:23 UTC,Pacific Time (US & Canada),2013-07-23 21:59:35 UTC,2018-03-31 05:42:28 UTC,research,2,0,false,3,"Ocean City State Park, Ocean Shores, Washington, US",47.032567,-124.169825,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
375592,Sat Aug 24 2013 09:53:17 GMT-0700 (PDT),2013-08-24,2013-08-24 16:53:17 UTC,Pacific Time (US & Canada),2013-08-24 17:01:12 UTC,2018-05-20 20:09:34 UTC,research,5,0,false,3,"Fort Funston, San Francisco, California, US",37.712,-122.5028333333,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
375630,Sat Aug 24 2013 09:48:55 GMT-0700 (PDT),2013-08-24,2013-08-24 16:48:55 UTC,Pacific Time (US & Canada),2013-08-24 17:19:44 UTC,2018-05-20 20:09:34 UTC,research,2,0,false,,"Fort Funston, San Francisco, California, US",37.712103,-122.500941,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
375830,2013-08-24 10:02:05 AM PDT,2013-08-24,2013-08-24 17:02:05 UTC,Pacific Time (US & Canada),2013-08-24 18:15:45 UTC,2018-05-20 20:09:31 UTC,research,2,0,false,2,"Fort Funston, Golden Gate Natl. Rec. Area - SF, San Francisco County, Golden Gate National Recreation Area, US-CA, US",37.71934469,-122.50317797,6,6,gps,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
375881,Sat Aug 24 2013 10:57:38 GMT-0700 (PDT),2013-08-24,2013-08-24 17:57:38 UTC,Pacific Time (US & Canada),2013-08-24 18:34:24 UTC,2018-05-20 20:09:30 UTC,research,2,0,false,3,"Fort Funston, San Francisco, California, US",37.724525,-122.505259,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
376014,Sat Aug 24 2013 11:22:47 GMT-0700 (PDT),2013-08-24,2013-08-24 18:22:47 UTC,Pacific Time (US & Canada),2013-08-24 19:37:24 UTC,2018-05-20 20:09:20 UTC,research,3,0,false,,"Fort Funston, San Francisco, California, US",37.7165,-122.5046666667,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
376303,2013-08-24,2013-08-24,,Pacific Time (US & Canada),2013-08-24 22:30:05 UTC,2018-05-20 20:09:21 UTC,research,2,0,false,,Fort Funston,37.712696,-122.501394,16,16,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
376354,Sat Aug 24 2013 10:02:40 GMT-0700 (PDT),2013-08-24,2013-08-24 17:02:40 UTC,Pacific Time (US & Canada),2013-08-24 22:59:16 UTC,2018-05-20 20:09:22 UTC,research,3,0,false,3,"Fort Funston, San Francisco, California, US",37.7131666667,-122.5021666667,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
376454,2013-08-24 10:35:39,2013-08-24,2013-08-24 17:35:39 UTC,Pacific Time (US & Canada),2013-08-25 00:19:15 UTC,2018-05-20 20:09:23 UTC,research,2,0,false,,Fort Funston,37.719261,-122.503181,26,26,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
376526,2013-08-24 10:54:24,2013-08-24,2013-08-24 17:54:24 UTC,Pacific Time (US & Canada),2013-08-25 01:01:38 UTC,2018-05-20 20:09:25 UTC,research,2,0,false,,"San Francisco, California, United States",37.724428,-122.505154,10,10,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
376532,2013-08-24,2013-08-24,,Pacific Time (US & Canada),2013-08-25 01:15:27 UTC,2018-05-20 20:09:26 UTC,research,2,0,false,,"Fort Funston, San Francisco",37.718982,-122.502899,209,209,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
376794,Sat Aug 24 2013 11:13:29 GMT-0700 (PDT),2013-08-24,2013-08-24 18:13:29 UTC,Pacific Time (US & Canada),2013-08-25 04:19:07 UTC,2018-05-20 20:09:18 UTC,research,2,0,false,3,"Fort Funston, San Francisco, California, US",37.7165,-122.5045,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
379961,2013-08-24 09:31:36,2013-08-24,2013-08-24 16:31:36 UTC,Pacific Time (US & Canada),2013-08-27 18:05:48 UTC,2018-03-14 04:01:38 UTC,research,1,0,false,,fort funston,37.712022,-122.503371,440,440,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
385464,Sat Aug 24 2013 11:03:29 GMT-0700 (PDT),2013-08-24,2013-08-24 18:03:29 UTC,Pacific Time (US & Canada),2013-09-02 00:40:16 UTC,2018-05-20 20:09:09 UTC,research,3,0,false,3,"Fort Funston, San Francisco, California, US",37.7244795817,-122.5052946069,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
422208,2013-10-08 1:49:25 PM PDT,2013-10-08,2013-10-08 20:49:25 UTC,Pacific Time (US & Canada),2013-10-08 22:06:06 UTC,2018-03-14 04:01:51 UTC,research,1,0,false,2,"Lafayette Elementary School, San Francisco",37.776784,-122.49698,9,9,gps,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
437936,2013-10-21 12:40:20 PM PDT,2013-10-21,2013-10-21 19:40:20 UTC,Pacific Time (US & Canada),2013-10-23 14:45:47 UTC,2018-05-20 20:11:43 UTC,research,2,0,false,2,Muir Beach,37.858934,-122.575078,7,7,gps,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
480137,Wed Dec 11 2013 14:09:42 GMT-0800 (PST),2013-12-11,2013-12-11 22:09:42 UTC,Pacific Time (US & Canada),2013-12-11 22:33:42 UTC,2018-05-20 20:11:44 UTC,research,3,0,false,3,"Crissy Field, San Francisco, CA, US",37.806558162,-122.4681697135,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
480707,Wed Dec 11 2013 14:14:05 GMT-0800 (PST),2013-12-11,2013-12-11 22:14:05 UTC,Pacific Time (US & Canada),2013-12-13 02:00:33 UTC,2018-05-20 20:11:49 UTC,research,2,0,false,3,"Crissy Field, San Francisco, CA, US",37.806408,-122.4683,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
516712,2014-01-31 14:08:18,2014-01-31,2014-01-31 19:08:18 UTC,Eastern Time (US & Canada),2014-02-01 01:11:28 UTC,2018-05-20 20:11:47 UTC,research,2,0,false,,"Montara State Beach, San Mateo, California, United States",37.5451580556,-122.5149730556,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
520965,2014-02-02 5:20:37 PM PST,2014-02-02,2014-02-03 01:20:37 UTC,Pacific Time (US & Canada),2014-02-05 01:35:57 UTC,2018-05-20 20:12:29 UTC,research,2,0,false,2,Ocean Beach,37.736986,-122.507184,,,gps,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
523411,2014-02-03 12:46:04,2014-02-03,2014-02-03 20:46:04 UTC,Pacific Time (US & Canada),2014-02-07 05:31:12 UTC,2017-06-23 23:01:42 UTC,research,1,0,false,,"San Mateo, Golden Gate National Recreation Area, California, United States",37.5869066667,-122.5060766667,,,,Beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
543980,Tue Feb 25 2014 11:22:20 GMT-0800 (PST),2014-02-25,2014-02-25 19:22:20 UTC,Pacific Time (US & Canada),2014-02-25 23:11:13 UTC,2018-03-14 04:02:41 UTC,research,1,0,false,3,"Milagra Ridge, Pacifica, CA, US",37.639605,-122.4774033333,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
546678,Fri Feb 28 2014 10:27:22 GMT-0800 (PST),2014-02-28,2014-02-28 18:27:22 UTC,Pacific Time (US & Canada),2014-02-28 18:37:57 UTC,2018-05-20 20:11:40 UTC,research,2,0,false,3,"Crissy Field, San Francisco, CA, US",37.805671,-122.449031,30,30,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
546691,Fri Feb 28 2014 10:31:07 GMT-0800 (PST),2014-02-28,2014-02-28 18:31:07 UTC,Pacific Time (US & Canada),2014-02-28 18:50:32 UTC,2018-03-14 04:03:08 UTC,research,1,0,false,3,"Crissy Field, San Francisco, CA, US",37.805816,-122.449138,5,5,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
546692,Fri Feb 28 2014 10:37:17 GMT-0800 (PST),2014-02-28,2014-02-28 18:37:17 UTC,Pacific Time (US & Canada),2014-02-28 18:50:32 UTC,2018-03-14 04:03:14 UTC,research,1,0,false,3,"Crissy Field, San Francisco, CA, US",37.805794,-122.449129,10,10,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
567018,2013-11-28,2013-11-28,,Pacific Time (US & Canada),2014-03-14 02:58:07 UTC,2018-03-31 06:01:07 UTC,research,1,0,false,,olympic national park,47.777466,-124.519979,,,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
570058,2014-03-15,2014-03-15,,Pacific Time (US & Canada),2014-03-15 23:35:30 UTC,2018-05-20 20:11:35 UTC,research,2,0,false,,Presidio Of San Francisco,37.796877,-122.454867,4,4,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
570382,2014-03-15 14:03:54,2014-03-15,2014-03-15 21:03:54 UTC,Pacific Time (US & Canada),2014-03-16 03:17:46 UTC,2020-12-12 00:11:23 UTC,research,1,0,false,,"Daly City, California, United States",37.69321,-122.440781,20,20,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
580199,2014-03-23 14:23:52,2014-03-23,2014-03-23 21:23:52 UTC,Pacific Time (US & Canada),2014-03-24 02:14:08 UTC,2018-05-20 20:10:50 UTC,research,2,0,false,,pillar point CA,37.502049,-122.495332,16,16,,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
583917,2014-03-26 9:39:12 AM PDT,2014-03-26,2014-03-26 16:39:12 UTC,Pacific Time (US & Canada),2014-03-26 17:27:03 UTC,2020-03-06 20:39:35 UTC,casual,1,0,false,2,"Marin County, US-CA, US",38.0011359,-122.5257597,26,26,gps,beach strawberry,Fragaria chiloensis,beach strawberry,Plantae,55367
